"BarcodeID","Region","Reach","RiverMile","Bank","Date","Collector","Weather","WindSpeed","Habitat","Sunset","TimeBegin","TimeElapsed","Battery","Bats","FlagStrange","FlagDelete","EntererSample","Processor","ProcessDate","ProcessTime","QAQC","Checker","EntererSpecimen","NotesField","NotesLab"
"L07691","GrandCanyon","CRGrandCanyon",209.80,"RB","06/23/2016","MorrisS","NoRain",0,"Rock","19:49","20:05",0.95,,0,1,0,,"KortenhoevenE",,0.47,0,,"FordM",,"process date not on sheet. Weather originally recorded as 'Clear' (2018-09-27 JDM). Changed to 209.8 based on previous samples, camp site location, and it was his last sample of trip (2018-10-04 CS)."
"L07692","GrandCanyon","CRLeesFerry",-12.00,"RB","09/21/2016","QuigleyT","NoRain",0,"Vegetation","18:27","19:00",1.28,"Rechargeable",0,0,0,"DaubertM","DaubertM","04/17/2018",0.08,0,,"GiardinaM",,"MD- temp not notedHabitat originally recorded as 'Grasses-Forbes' (2018-09-27 JDM). Weather originally recorded as 'Cloudy' (2018-09-27 JDM). "
"L07693","GrandCanyon","CRGrandCanyon",14.20,"LB","08/12/2016","MorrisS","NoRain",0,"Rock","19:22","19:19",1.03,,0,1,0,,"DaubertM","09/11/2017",0.05,0,,"GiardinaM",,"No inner label. Weather originally recorded as 'Clear' (2018-09-27 JDM). Close time originally recorded as 19:21, assume it must be 20:21 (2018-10-23 JDM)."
"L07694","GrandCanyon","CRGrandCanyon",63.00,"RB","08/15/2016","MorrisS","NoRain",0,"Sand","19:18","20:02",0.88,,0,0,0,,"SzydloC","06/30/2020",0.27,0,,"FordM",,"Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L07695","GrandCanyon","CRLeesFerry",-4.00,"LB","09/20/2016","QuigleyT","Rain",0,"Rock","18:28","19:00",1,"Rechargeable",0,0,0,"DaubertM","DaubertM","04/17/2018",0.03,0,,"GiardinaM",,"MD- temp not noted"
"L07696","GrandCanyon","CRGrandCanyon",119.40,"RB","06/20/2016","MorrisS","NoRain",1,"Sand","19:49","20:28",1,,0,1,0,,"FordM","03/07/2017",0.63,0,,"FordM","Not exactly cloudy but high smoke from N. rim. Feels like higher humidtiy than usual","No inner label. MD-(close time  not noted). Assumed 1 hr and flagged strange (2018-05-30 TK). Weather originally recorded as 'Clear' (2018-09-27 JDM)."
"L07697","GrandCanyon","CRGrandCanyon",137.80,"LB","07/05/2016","MorrisS","NoRain",0,"Sand","19:49","19:51",1,,0,1,0,,"DaubertM",,,0,,"GiardinaM",,"MD-(air temp and close time not noted).  No internal label No processing time  ""AMPA""? Listed count of 2. Unknown taxa. Weather originally recorded as 'Clear' (2018-09-27 JDM)."
"L07698","GrandCanyon","CRGrandCanyon",168.60,"RB","07/06/2016","MorrisS","NoRain",2,"Sand","19:49","20:08",0.97,,0,0,0,,"FordM","03/02/2017",0.38,0,,"FordM",,"No inner label. Weather originally recorded as 'Clear' (2018-09-27 JDM)."
"L07699","GrandCanyon","CRGrandCanyon",34.10,"LB","08/13/2016","MorrisS","NoRain",0,"Sand","19:21","19:23",0.97,,0,0,0,,"KortenhoevenE","03/10/2017",1.02,0,,"FordM",,"No inner label. Weather originally recorded as 'Clear' (2018-09-27 JDM)."
"L07700","GrandCanyon","CRGrandCanyon",96.60,"LB","08/17/2016","MorrisS","Rain",1,"Sand","19:16","20:02",1.03,,0,0,0,,"DaubertM",,0.12,0,,"GiardinaM","Rained very lightly","No internal label"
"L07701","GrandCanyon","CRGrandCanyon",2.80,"RB","09/13/2016","QuigleyT","NoRain",2,"Rock","18:39","19:00",1.28,"Rechargeable",0,0,0,"DaubertM","DaubertM","04/16/2018",0.03,0,,"GiardinaM",,"MD- temp not noted. Weather originally recorded as 'Clear' (2018-09-27 JDM)."
"L07703","GrandCanyon","CRGrandCanyon",53.40,"RB","07/02/2016","MorrisS","NoRain",0,"Sand","19:49","19:59",1,,0,0,0,,"KortenhoevenE","03/09/2017",1.1,0,,"FordM",,"No inner label. Weather originally recorded as 'Clear' (2018-09-27 JDM)."
"L07704","GrandCanyon","CRGrandCanyon",176.30,"LB","06/22/2016","MorrisS","NoRain",0,"Sand","19:49","20:23",0.98,,0,0,0,,"KortenhoevenE","11/29/2016",2.52,0,,"FordM","Thermometer stopped working. Water came up fast had to move trap away from water.","No inner label. Weather originally recorded as 'Clear' (2018-09-27 JDM)."
"L07705","GrandCanyon","CRGrandCanyon",76.20,"LB","07/03/2016","MorrisS","NoRain",0,"Sand","19:49","19:58",0.95,,0,0,0,,"KortenhoevenE",,0.25,0,,"FordM",,"No inner label, no pick date on processing sheet. Weather originally recorded as 'Clear' (2018-09-27 JDM)."
"L07706","GrandCanyon","CRGrandCanyon",56.60,"RB","06/18/2016","MorrisS","NoRain",1,"Sand","19:48",,,,0,1,1,,"FordM","03/06/2017",0.52,0,,"FordM",,"MD-(open temp and close time not noted). Flagged delete (2018-05-30 TK), no internal label. Weather originally recorded as 'Clear' (2018-09-27 JDM)."
"L07707","GrandCanyon","CRGrandCanyon",145.90,"LB","06/21/2016","MorrisS","NoRain",0,"Sand","19:49","20:41",1.13,,0,0,0,,"KortenhoevenE","11/30/2016",3.8,0,,"FordM",,"time adjusted and sample removed from red-flag, MD had previously red flagged due to the time stating only an 8 minute sample-EK. Weather originally recorded as 'Clear' (2018-09-27 JDM)."
"L07708","GrandCanyon","CRGrandCanyon",22.00,"RB","06/17/2016","MorrisS","NoRain",0,"Sand","19:48","19:55",1,,0,0,0,,,,,0,,,,"Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L07709","GrandCanyon","CRGrandCanyon",202.00,"RB","06/29/2016","GCY","NoRain",0,"Sand","19:49","19:00",1,,0,0,0,,"DaubertM",,0.12,0,,"GiardinaM",,"No inner label. Weather originally recorded as 'Cloudy' (2018-09-27 JDM)."
"L07710","GrandCanyon","CRGrandCanyon",29.40,"LB","06/17/2016","GCY","NoRain",1,"Sand","19:48","20:11",1,,0,0,0,,"DaubertM",,0.98,0,,"GiardinaM",,"Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L07711","GrandCanyon","CRGrandCanyon",12.43,"LB","06/16/2016","GCY","NoRain",1,"Sand","19:47","20:13",1,,0,0,0,,"DaubertM",,0.38,0,,"GiardinaM",,"Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L07712","GrandCanyon","CRGrandCanyon",93.80,"LB","08/30/2016","PrivateBoater","NoRain",0,"Vegetation","18:59","18:59",0.97,,0,0,0,,"DaubertM","01/17/2018",0.27,0,,"GiardinaM",,"No internal label. Habitat originally recorded as 'Trees-Shrubs' (2018-09-27 JDM). Weather originally recorded as 'Clear' (2018-09-27 JDM)."
"L07715","UpperBasin","SJSandIsland",20.00,"LB","05/30/2017","GCY","NoRain",1,"Vegetation","19:39","19:05",1.92,,0,1,1,"DaubertM",,,,0,,,,"MD-close time 1 hour and 55 minutes after open timeHabitat originally recorded as 'Trees-Shrubs' (2018-09-27 JDM). Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L07716","GrandCanyon","CRGrandCanyon",41.00,"RB","08/26/2016","PrivateBoater","NoRain",1,"Vegetation","19:04","19:04",0.98,,0,0,0,,"DaubertM","03/19/2018",0.07,0,,"GiardinaM",,"Insects stuck on barcode label inside bottle
no internal label
sample not savedHabitat originally recorded as 'Trees-Shrubs' (2018-09-27 JDM). Weather originally recorded as 'Cloudy' (2018-09-27 JDM). "
"L07717","GrandCanyon","CRGrandCanyon",207.00,"RB","09/07/2016","PrivateBoater","NoRain",0,"Vegetation","18:47","18:57",0.88,,0,0,0,,"DaubertM","01/16/2018",0.25,0,,"GiardinaM",,"No internal label. Habitat originally recorded as 'Grasses-Forbes' (2018-09-27 JDM). Weather originally recorded as 'Clear' (2018-09-27 JDM)."
"L07718","GrandCanyon","CRGrandCanyon",182.96,"RB","06/28/2016","GCY","NoRain",0,"Sand","19:49","19:50",1,,0,0,0,,"DaubertM",,0.37,0,,"GiardinaM",,"Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L07719","GrandCanyon","CRGrandCanyon",158.45,"LB","06/27/2016","GCY","NoRain",0,"Rock","19:49","19:32",1.1,,0,0,0,,"FordM","01/01/2017",0.53,0,,"GiardinaM",,"Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L07720","GrandCanyon","CRGrandCanyon",146.14,"LB","06/26/2016","GCY","NoRain",,"Rock","19:49","19:47",1.03,,0,1,0,,"FordM","10/03/2017",0.53,0,,"GiardinaM",,"Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L07721","GrandCanyon","CRGrandCanyon",140.40,"LB","06/25/2016","GCY","NoRain",0,"Vegetation","19:49","20:04",1,,0,1,0,,,,,0,,,,"MD-(close time not noted). Habitat originally recorded as 'Trees-Shrubs' (2018-09-27 JDM). Weather originally recorded as 'Clear' (2018-09-27 JDM)."
"L07722","GrandCanyon","CRGrandCanyon",120.17,"RB","06/24/2016","GCY","NoRain",0,"Sand","19:49","20:32",1,,0,0,0,,"FordM","09/19/2017",1.07,0,,"GiardinaM",,"No inner label. Weather originally recorded as 'Clear' (2018-09-27 JDM)."
"L07723","GrandCanyon","CRGrandCanyon",95.40,"LB","06/23/2016","GCY","NoRain",0,"Vegetation","19:49","19:36",1.03,,0,0,0,,"DaubertM",,0.5,0,,"GiardinaM",,"Habitat originally recorded as 'Trees-Shrubs' (2018-09-27 JDM). Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L07724","GrandCanyon","CRGrandCanyon",87.40,"LB","06/22/2016","GCY","NoRain",0,"Sand","19:49","20:20",1,,0,0,0,,"DaubertM",,0.33,0,,"GiardinaM",,"Weather originally recorded as 'Cloudy' (2018-09-27 JDM). "
"L07725","GrandCanyon","CRGrandCanyon",65.10,"RB","06/21/2016","GCY","NoRain",1,"Sand","19:49","19:58",1,,0,0,0,,,,,0,,,,"TK changed date from 6/20 to 6/21 bc there were two 6/20 samples from different river miles. Weather originally recorded as 'Clear' (2018-09-27 JDM)."
"L07726","GrandCanyon","CRGrandCanyon",58.10,"LB","06/20/2016","GCY","NoRain",0,"Vegetation","19:49","19:49",1,,0,0,0,,"DaubertM",,0.38,0,,"GiardinaM",,"Habitat originally recorded as 'Grasses-Forbes' (2018-09-27 JDM). Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L07727","GrandCanyon","CRGrandCanyon",47.50,"RB","06/19/2016","GCY","NoRain",1,"Sand","19:48","20:32",1,,0,0,0,,"FordM","09/20/2017",0.28,0,,"GiardinaM",,"Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L07728","GrandCanyon","CRGrandCanyon",39.30,"RB","06/18/2016","GCY","NoRain",1,"Rock","19:48","20:23",1,,0,0,0,,"DaubertM",,0.83,0,,"GiardinaM",,"Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L07729","UpperBasin","SJSandIsland",26.90,"RB","06/19/2016","MetcalfeA","NoRain",0,"Vegetation","19:48","21:00",1,,0,0,0,,"KortenhoevenE","07/28/2017",0.02,0,,"GiardinaM","Private trip.","Habitat originally recorded as 'Trees-Shrubs' (2018-09-27 JDM). Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L07745","UpperBasin","SJSandIsland",59.00,"RB","06/22/2016","MetcalfeA","NoRain",,"Sand","19:49","20:55",1,,0,1,1,,"KortenhoevenE","07/19/2017",1.48,0,,"GiardinaM","Private trip. LT ARRAY, 0m.","Weather originally left blank. Changed to 'NoRain' on the assumption that rain would have warranted some comment (2018-09-27 JDM)."
"L07746","UpperBasin","SJSandIsland",59.00,"RB","06/22/2016","MetcalfeA","NoRain",,"Vegetation","19:49","20:55",1,,0,1,1,,"KortenhoevenE","08/04/2017",1.6,0,,"GiardinaM","Private trip. LT ARRAY, 10m. Dense Tamarisk on a sandy trail slightly cleared overhead. Array 10m.","Habitat originally recorded as 'Trees-Shrubs' (2018-09-27 JDM). Weather originally left blank. Changed to 'NoRain' on the assumption that rain would have warranted some comment (2018-09-27 JDM)."
"L07747","UpperBasin","SJSandIsland",59.00,"RB","06/22/2016","MetcalfeA","NoRain",,"Sand","19:49","20:55",1,,0,1,1,,"KortenhoevenE","07/20/2017",1.82,0,,"GiardinaM","Private trip. LT ARRAY, 20m.","Weather originally left blank. Changed to 'NoRain' on the assumption that rain would have warranted some comment (2018-09-27 JDM)."
"L07748","UpperBasin","SJSandIsland",59.00,"RB","06/22/2016","MetcalfeA","NoRain",,"Vegetation","19:49","20:55",1,,0,1,1,,"KortenhoevenE","08/01/2017",3.37,0,,"GiardinaM","Private trip. LT ARRAY, 40m on an open slope above hwz. Array 40m.","Habitat originally recorded as 'Grasses-Forbes' (2018-09-27 JDM). Weather originally left blank. Changed to 'NoRain' on the assumption that rain would have warranted some comment (2018-09-27 JDM)."
"L07749","GrandCanyon","LittleCR",1.90,"RB","06/24/2016","Foodbase","NoRain",1,"Sand","19:49","20:39",1,,0,0,0,,,,,0,,,"Boulders Camp.","River mile is actually km up tributary from confluence. Weather originally recorded as 'Clear' (2018-09-27 JDM)."
"L07750","GrandCanyon","LittleCR",9.00,"LB","06/25/2016","Foodbase","NoRain",1,"Vegetation","19:49","20:35",1,,0,0,0,,,,,0,,,"Coyote Camp.","River mile is actually km up tributary from confluence. Habitat originally recorded as 'Trees-Shrubs' (2018-09-27 JDM). Weather originally recorded as 'Clear' (2018-09-27 JDM)."
"L07751","GrandCanyon","LittleCR",16.20,"LB","06/24/2016","Foodbase","NoRain",0,"Sand","19:49","20:17",1,,0,0,0,,,,,0,,,"Chute Camp.","River mile is actually km up tributary from confluence. Weather originally recorded as 'Clear' (2018-09-27 JDM)."
"L07752","GrandCanyon","LittleCR",10.40,"RB","06/25/2016","Foodbase","NoRain",0,"Sand","19:49","20:15",1,,0,0,0,,,,,0,,,"Salt Camp.","River mile is actually km up tributary from confluence. Weather originally recorded as 'Clear' (2018-09-27 JDM)."
"L07753","GrandCanyon","LittleCR",10.40,"RB","06/26/2016","Foodbase","NoRain",0,"Sand","19:49","20:29",1,,0,0,0,,,,,0,,,"Salt Camp.","River mile is actually km up tributary from confluence. Weather originally recorded as 'Clear' (2018-09-27 JDM)."
"L07754","UpperBasin","SJSandIsland",48.50,"RB","06/23/2016","GCY","NoRain",0,"Sand","19:49","20:10",1,,0,1,0,,,,,0,,,,"EK: Open time suspiciously early (before sunset?). Weather originally recorded as 'Clear' (2018-09-27 JDM)."
"L07755","UpperBasin","SJSandIsland",66.50,"RB","06/25/2016","GCY","NoRain",0,"Rock","19:49","20:07",1.03,,0,1,0,,,,,0,,,,"EK: Open time suspiciously early (before sunset?). Weather originally recorded as 'Clear' (2018-09-27 JDM)."
"L07756","UpperBasin","SJSandIsland",76.00,"LB","06/26/2016","GCY","NoRain",1,"Vegetation","19:49","20:24",1.07,,0,1,0,,,,,0,,,,"EK: Open time suspiciously early (before sunset?). Habitat originally recorded as 'Trees-Shrubs' (2018-09-27 JDM). Weather originally recorded as 'Clear' (2018-09-27 JDM)."
"L07757","UpperBasin","SJSandIsland",0.00,"RB","07/21/2016","GCY","NoRain",1,"Vegetation","19:42","20:19",1,,0,1,0,,,,,0,,,,"EK: Open time suspiciously early (before sunset?). Habitat originally recorded as 'Trees-Shrubs' (2018-09-27 JDM). Weather originally recorded as 'Cloudy' (2018-09-27 JDM)."
"L07758","GrandCanyon","CRGrandCanyon",190.30,"RB","08/07/2016","PermarW","NoRain",0,,"19:27",,,,0,1,1,,,,,0,,,,"habitat, air temp, time open and close not noted. Weather originally recorded as 'Clear' (2018-09-27 JDM)."
"L07759","UpperBasin","SJSandIsland",58.85,"RB","06/24/2016","GCY","NoRain",0,"Sand","19:49","20:22",1,,0,1,0,,"KortenhoevenE","06/21/2017",3.17,0,,"GiardinaM","""Corrosion on lamp"". ","EK: Open time suspiciously early (before sunset?). Weather originally recorded as 'Clear' (2018-09-27 JDM)."
"L07760","GrandCanyon","CRGrandCanyon",20.71,"RB","06/27/2016","SchragerT","NoRain",2,"Sand","19:49","20:29",1.02,,0,0,0,,"DaubertM",,0.45,0,,"GiardinaM",,"Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L07761","GrandCanyon","CRGrandCanyon",20.71,"RB","06/28/2016","SchragerT","NoRain",1,"Sand","19:49","03:30",1,,0,1,1,,"KortenhoevenE","06/28/2017",0.62,0,,"FordM",,"early open timeWeather originally recorded as 'Clear' (2018-09-27 JDM). "
"L07762","GrandCanyon","CRGrandCanyon",41.25,"RB","06/28/2016","SchragerT","NoRain",1,"Rock","19:49","20:24",1,,0,0,0,,"FordM","09/19/2017",0.38,0,,"GiardinaM",,"Weather originally recorded as 'Cloudy' (2018-09-27 JDM). "
"L07763","GrandCanyon","CRGrandCanyon",41.25,"RB","06/29/2016","SchragerT","NoRain",1,"Rock","19:49","03:30",1,,0,1,1,,"DaubertM",,0.4,0,,"GiardinaM",,"Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L07764","GrandCanyon","CRGrandCanyon",65.12,"RB","06/29/2016","SchragerT","NoRain",1,"Rock","19:49","20:44",1.03,,0,0,0,,"DaubertM","10/02/2017",0.53,0,,"GiardinaM",,"Weather originally recorded as 'Cloudy' (2018-09-27 JDM). "
"L07765","GrandCanyon","CRGrandCanyon",96.56,"LB","07/01/2016","SchragerT","NoRain",1,"Sand","19:49","20:24",1,,0,0,0,,"FordM","03/16/2017",0.25,0,,"FordM",,"Weather originally recorded as 'Cloudy' (2018-09-27 JDM). "
"L07766","GrandCanyon","CRGrandCanyon",96.56,"LB","07/02/2016","SchragerT","NoRain",1,"Sand","19:49","03:25",1,,0,1,1,,"DaubertM",,0.3,0,,"GiardinaM",,"Weather originally recorded as 'Cloudy' (2018-09-27 JDM). "
"L07767","GrandCanyon","CRGrandCanyon",120.57,"RB","07/25/2016","SchragerT","NoRain",0,"Sand","19:39","03:32",1,,0,1,1,,,,,0,,,,"Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L07768","GrandCanyon","CRGrandCanyon",137.60,"LB","07/25/2016","SchragerT","NoRain",2,"Rock","19:39","21:38",1,,0,0,0,,"DaubertM","10/02/2017",0.25,0,,"GiardinaM",,"Weather originally recorded as 'Cloudy' (2018-09-27 JDM). "
"L07769","GrandCanyon","CRGrandCanyon",188.55,"RB","07/27/2016","LambT","NoRain",0,"Sand","19:38","20:00",1.08,,0,0,0,,"DaubertM","10/03/2017",1.63,0,,"GiardinaM",,"Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L07770","GrandCanyon","CRGrandCanyon",188.55,"RB","07/28/2016","SchragerT","NoRain",0,"Sand","19:37","03:35",1,,0,1,1,,"DaubertM","09/12/2017",1.2,0,,"GiardinaM",,"No internal label. Weather originally recorded as 'Clear' (2018-09-27 JDM)."
"L07771","GrandCanyon","CRGrandCanyon",158.68,"RB","07/26/2016","LambT","NoRain",0,"Rock","19:38","21:10",0.92,,0,0,0,,"FordM","10/02/2017",0.77,0,,"GiardinaM",,"No inner label. Weather originally recorded as 'Clear' (2018-09-27 JDM)."
"L07772","GrandCanyon","CRGrandCanyon",158.68,"RB","07/27/2016","SchragerT","NoRain",1,"Rock","19:38","03:35",1,,0,1,1,,"FordM","10/03/2017",0.3,0,,"GiardinaM",,"Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L07773","GrandCanyon","CRGrandCanyon",216.09,"RB","07/28/2016","LambT","NoRain",0,"Vegetation","19:37","20:00",1,,0,0,0,,"KortenhoevenE","03/28/2017",1.93,0,,"FordM",,"Habitat originally recorded as 'Grasses-Forbes' (2018-09-27 JDM). Weather originally recorded as 'Cloudy' (2018-09-27 JDM). "
"L07774","GrandCanyon","CRGrandCanyon",216.09,"RB","07/29/2016","SchragerT","NoRain",0,"Vegetation","19:36","03:40",1,,0,1,1,,"FordM","09/19/2017",0.57,0,,"GiardinaM",,"Habitat originally recorded as 'Grasses-Forbes' (2018-09-27 JDM). Weather originally recorded as 'Cloudy' (2018-09-27 JDM). "
"L07775","GrandCanyon","CRGrandCanyon",242.96,"RB","07/29/2016","SchragerT","NoRain",0,"Sand","19:36","20:12",1.1,,0,0,0,,"KortenhoevenE","03/28/2017",1.38,0,,"FordM",,"Weather originally recorded as 'Cloudy' (2018-09-27 JDM). "
"L07777","GrandCanyon","CRGrandCanyon",242.96,"RB","07/30/2016","SchragerT","NoRain",1,"Sand","19:35","04:08",1,,0,1,1,,"FordM","10/03/2017",1.43,0,,"GiardinaM",,"No internal label. Weather originally recorded as 'Cloudy' (2018-09-27 JDM)."
"L07778","GrandCanyon","CRGrandCanyon",47.49,"RB","09/21/2016","SchragerT","NoRain",0,"Sand","18:27","04:15",1,,0,1,1,,"DaubertM","10/10/2017",0.05,0,,"GiardinaM","Rained throughout the night. No rain while light was on.","Weather originally recorded as 'Cloudy' (2018-09-27 JDM). "
"L07779","GrandCanyon","CRGrandCanyon",47.49,"RB","09/20/2016","SchragerT","Rain",0,"Sand","18:28","19:20",1,,0,0,0,,"DaubertM","10/12/2017",0.13,0,,"GiardinaM","rained on and off all night. Drizzled a little when light was on.",
"L07780","UpperBasin","GRFGD",0.50,"LB","09/27/2016","MartheL","NoRain",0,"Rock","18:18","19:05",1.08,,0,0,0,,"MetcalfeA","12/08/2016",0.08,0,,,,"Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L07781","UpperBasin","GRFGD",7.30,"LB","10/04/2016","MartheL","NoRain",0,"Vegetation","18:08","19:16",1,,0,0,0,,"MetcalfeA","11/30/2016",0.33,0,,,,"Habitat originally recorded as 'Grasses-Forbes' (2018-09-27 JDM). Weather originally recorded as 'Cloudy' (2018-09-27 JDM). "
"L07782","UpperBasin","GRFGD",0.50,"LB","10/12/2016","MartheL","NoRain",0,"Rock","17:57","19:00",1,,0,0,0,,"MetcalfeA","12/07/2016",0.58,0,,,,"Weather originally recorded as 'Cloudy' (2018-09-27 JDM). "
"L07783","GrandCanyon","CRGrandCanyon",93.90,"LB","09/07/2017","ArmstrongL","NoRain",0,"Sand","18:47","18:30",1,"Rechargeable",0,0,0,"DaubertM","DaubertM","07/11/2018",0.15,0,,"GiardinaM",,"Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L07784","GrandCanyon","CRGrandCanyon",87.78,"LB","09/06/2017","ArmstrongL","NoRain",0,"Rock","18:49","19:20",1,"Rechargeable",0,0,0,"DaubertM","HendrixB","08/09/2018",0.4,0,,"GiardinaM",,"Weather originally recorded as 'Cloudy' (2018-09-27 JDM). "
"L07785","GrandCanyon","CRGrandCanyon",65.85,"LB","09/05/2017","ArmstrongL","NoRain",1,"Sand","18:50","18:04",1,"Rechargeable",0,1,0,"DaubertM","DaubertM","09/04/2018",0.18,0,,"GiardinaM",,"MD- river side not noted. I guessed looking at map. Weather originally recorded as 'Cloudy' (2018-09-27 JDM)."
"L07786","GrandCanyon","CRGrandCanyon",35.25,"LB","09/03/2017","ArmstrongL","NoRain",0,"Rock","18:53","18:02",1,"Rechargeable",0,1,0,"DaubertM","DaubertM","09/05/2018",0.13,0,,"GiardinaM",,"Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L07787","UpperBasin","GRFGD",7.30,"LB","10/19/2016","MartheL","NoRain",1,"Vegetation","17:47","19:00",1,,0,0,0,,"MetcalfeA","12/08/2016",0.1,0,,,,"Habitat originally recorded as 'Grasses-Forbes' (2018-09-27 JDM). Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L07788","UpperBasin","GRFGD",0.50,"LB","10/19/2016","MartheL","NoRain",1,"Rock","17:47","18:40",1,,0,0,0,,"MetcalfeA","11/30/2016",0.33,0,,,,"Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L07799","GrandCanyon","CRGrandCanyon",12.40,"LB","06/29/2016","PrivateBoater","NoRain",0,"Vegetation","19:49","21:00",1,,0,1,0,,"KortenhoevenE","02/16/2017",0.47,0,,"FordM",,"MD-(close time not noted). Assumed 1 hr and flagged strange (2018-05-30 TK), no internal label. Habitat originally recorded as 'Trees-Shrubs' (2018-09-27 JDM). Weather originally recorded as 'Cloudy' (2018-09-27 JDM)."
"L07800","UpperBasin","GRFGD",230.00,"RB","09/06/2016","RedmondK","NoRain",0,"Sand","18:49","20:00",1.17,,0,0,0,,,,,0,,,,"Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L07801","GrandCanyon","CRGrandCanyon",53.12,"RB","08/15/2016","PrivateBoater","NoRain",0,,"19:18","20:10",1.03,,0,0,0,,"FordM","10/10/2017",1.47,0,,"GiardinaM",,"MD-(habitat type not noted).  No internal label. Weather originally recorded as 'Clear' (2018-09-27 JDM)."
"L07802","GrandCanyon","CRGrandCanyon",216.10,"RB","08/02/2016","GCY","NoRain",1,"Vegetation","19:32","19:42",1,,0,0,0,,"DaubertM",,0.07,0,,"GiardinaM",,"Habitat originally recorded as 'Grasses-Forbes' (2018-09-27 JDM). Weather originally recorded as 'Cloudy' (2018-09-27 JDM). "
"L07803","GrandCanyon","CRGrandCanyon",168.50,"RB","08/01/2016","GCY","Rain",0,"Vegetation","19:33","19:40",1,,0,1,0,,"KortenhoevenE","06/09/2017",0.62,0,,,"Interupted by major monsoonal event. There is a lot of rain in the sample. ","no pick date, MD-(close time not noted). Assumed 1 hr and flagged strange (2018-05-30 TK). Habitat originally recorded as 'Grasses-Forbes' (2018-09-27 JDM)."
"L07804","GrandCanyon","CRGrandCanyon",137.60,"LB","07/31/2016","GCY","NoRain",1,"Sand","19:34","19:24",0.82,,0,1,0,,"FordM","11/03/2017",0.02,0,,"GiardinaM","Monsoon kicked up so we shut it down early.","MD-(River mile not noted), Data sheet reads: RM 137.6. TK filled in rivermile from preceeding note. Weather originally recorded as 'Cloudy' (2018-09-27 JDM)."
"L07805","GrandCanyon","CRGrandCanyon",118.30,"RB","07/30/2016","GCY","NoRain",0,"Sand","19:35","18:56",1,,0,1,0,,"DaubertM","09/11/2017",0.03,0,,"GiardinaM",,"MD-(close time not noted). Assumed 1 hr and flagged strange (2018-05-30 TK). Weather originally recorded as 'Cloudy' (2018-09-27 JDM)."
"L07806","GrandCanyon","CRGrandCanyon",74.60,"RB","07/29/2016","GCY","NoRain",0,"Vegetation","19:36","19:12",1.13,,0,0,0,,"KortenhoevenE","05/15/2017",0.37,0,,,,"Habitat originally recorded as 'Trees-Shrubs' (2018-09-27 JDM). Weather originally recorded as 'Cloudy' (2018-09-27 JDM). "
"L07807","GrandCanyon","CRGrandCanyon",30.80,"RB","07/27/2016","GCY","NoRain",0,"Sand","19:38","19:15",1.05,,0,0,0,,"KortenhoevenE","05/04/2017",0.47,0,,"FordM",,"Weather originally recorded as 'Clear' (2018-09-27 JDM). "
"L07808","GrandCanyon","CRGrandCanyon",,"RB",,"PrivateBoater","NoRain",0,,,"19:30",0.5,,0,1,1,,"FordM","03/01/2017",1.15,0,,"FordM",,"MD-(date, river mile and habitat type not noted), No inner label, much info missing. Sample contained small baetidae larvae…? Weather originally recorded as 'Clear' (2018-09-27 JDM)."
"L07809","GrandCanyon","CRGrandCanyon",62.00,"RB","07/02/2016","PrivateBoater","NoRain",0,"Vegetation","19:49",,,,0,1,1,,"FordM","03/01/2017",0.45,0,,"FordM","opened an hour or two after dark and closed about an hour later.","No inner label. Habitat originally recorded as 'Trees-Shrubs' (2018-09-27 JDM). Weather originally recorded as 'Clear' (2018-09-27 JDM)."
"L07810","UpperBasin","GRFGD",199.00,"RB","08/26/2016","NPSDINO","Rain",2,"Sand","19:04","20:50",1,,0,0,0,,"HendrixB","12/15/2016",2.75,0,,,"Started calm clouds followed by strong gusting wind and rain.","+ 45 min anm check (incl). Weather originally recorded as 'Cloudy', changed to 'Rain' based on notes (2018-09-27 JDM)."
